700 475
29 127 200
34 126 199
40 126 199
38 126 200
44 127 193
46 129 197
37 127 203
48 128 199
49 130 196
45 130 197
50 128 202
46 130 202
43 130 199
49 132 202
39 130 201
43 132 198
43 132 202
47 129 202
48 132 202
51 131 200
49 133 203
39 134 202
51 130 205
60 135 203
51 134 200
53 136 204
61 136 203
67 138 204
66 136 205
61 138 208
61 143 203
76 144 207
92 147 211
98 152 214
96 150 210
93 154 209
99 153 213
92 153 208
100 155 209
107 160 210
117 165 214
128 170 218
136 175 218
137 171 216
139 176 218
140 177 221
146 177 221
147 182 222
153 182 222
161 189 228
163 189 222
156 186 224
150 183 224
145 179 224
150 182 223
141 179 216
148 180 221
164 195 226
181 202 233
185 206 233
185 202 230
182 203 230
167 196 228
150 183 218
146 181 223
140 179 220
140 179 222
134 175 221
131 175 220
124 170 219
127 171 216
132 175 220
136 179 221
133 176 221
131 175 220
120 168 217
97 158 213
85 151 212
79 148 213
74 149 214
82 151 210
84 149 213
82 150 215
78 152 215
83 152 211
82 150 211
85 151 212
92 152 215
87 151 215
81 153 212
84 156 215
85 155 214
85 155 217
83 155 214
91 155 217
90 156 216
84 156 215
92 157 215
93 158 216
94 156 215
88 157 216
93 157 218
93 157 218
96 156 216
100 159 217
98 157 215
99 160 217
100 159 215
97 159 218
97 162 218
100 162 219
100 161 216
98 160 219
98 160 219
102 161 221
98 160 219
99 160 217
99 164 220
103 162 218
101 159 222
102 163 220
99 165 217
97 164 219
103 162 220
103 165 222
99 164 220
103 166 220
107 163 220
102 165 218
106 165 223
105 164 222
106 165 221
104 167 220
107 166 224
110 168 218
110 166 223
107 167 217
108 169 224
111 168 223
108 168 222
107 170 221
108 170 219
116 169 223
111 171 225
110 167 222
114 169 223
113 171 219
111 171 223
112 174 225
116 171 225
116 172 223
112 174 221
118 174 223
120 172 222
119 175 226
116 174 224
119 172 222
122 174 222
119 175 224
119 175 222
126 174 223
119 175 222
121 174 224
124 178 225
122 174 224
124 176 224
126 178 225
126 176 225
124 176 223
124 178 222
127 178 225
126 180 224
126 179 223
126 180 226
127 179 226
128 181 225
128 179 224
128 181 225
129 180 225
128 181 225
134 181 227
135 182 226
133 181 227
131 182 225
131 182 225
136 183 225
134 183 224
131 182 225
134 183 226
137 186 227
141 184 226
136 185 225
140 188 226
141 186 225
141 186 225
138 186 222
142 187 226
143 188 229
139 187 225
141 187 223
143 189 225
143 189 225
146 188 228
146 188 226
144 188 227
145 189 226
145 189 226
144 190 224
145 189 224
149 189 225
147 190 225
148 193 226
146 190 225
147 191 226
149 194 227
147 190 222
149 192 226
150 193 227
148 191 223
150 193 227
152 191 224
153 192 223
158 191 224
152 193 225
150 193 225
157 193 225
160 193 224
155 194 223
154 196 221
156 191 219
159 194 222
161 195 220
159 195 221
162 196 224
156 196 221
159 194 222
162 193 221
160 195 223
161 195 220
160 194 221
163 195 220
162 196 221
167 194 221
163 198 220
168 196 220
164 196 221
167 194 221
165 197 220
164 196 221
168 195 222
167 195 219
171 197 224
168 201 220
159 167 144
141 130 6
138 138 52
151 142 37
155 148 31
142 138 28
160 151 46
155 146 27
148 141 34
161 148 46
169 147 48
153 146 32
156 147 52
145 139 41
147 144 37
134 129 25
132 131 41
144 132 32
141 135 25
153 142 60
151 133 61
165 142 66
134 118 41
140 136 45
139 131 32
160 141 46
138 128 4
151 146 52
175 162 66
141 133 22
129 118 26
145 137 39
153 140 38
156 147 54
163 154 59
164 150 45
161 152 49
144 136 61
146 123 55
148 128 42
155 142 46
158 146 60
162 151 59
161 145 47
129 124 7
158 145 51
146 141 47
112 116 3
145 134 29
147 139 38
163 147 52
167 153 56
140 128 28
127 120 32
141 133 34
139 141 44
144 141 60
155 145 50
133 129 19
150 142 44
160 148 40
129 127 14
137 134 31
157 144 52
142 131 42
158 142 47
177 153 65
139 133 39
146 142 35
163 155 48
153 146 40
169 164 73
171 155 67
172 153 85
192 176 98
186 165 86
178 146 69
159 153 65
146 146 46
168 161 70
135 130 49
0 94 166
1 95 169
0 94 164
2 96 168
0 94 168
2 96 170
0 94 168
2 96 166
0 97 166
0 96 165
1 97 171
0 96 167
1 97 173
0 96 165
0 98 169
0 97 168
0 97 170
0 98 169
0 97 170
0 98 171
1 99 172
0 98 171
1 99 172
1 99 172
0 101 173
0 101 171
0 99 171
0 102 177
5 102 173
2 99 176
0 100 176
0 101 175
0 102 176
1 103 177
8 102 174
3 103 178
18 106 178
35 113 177
49 117 182
38 116 182
24 111 182
27 109 182
26 110 180
25 113 177
33 111 183
41 111 181
43 113 183
42 115 184
41 116 184
48 117 184
51 118 188
46 120 185
40 117 187
32 114 187
47 121 182
54 123 188
62 126 190
71 133 192
90 134 195
90 141 196
102 143 197
108 152 199
136 165 207
167 190 222
175 199 227
177 198 227
175 191 224
167 187 222
148 178 214
131 164 207
121 157 207
109 152 203
108 151 202
107 150 203
104 147 202
95 142 198
92 142 201
87 139 196
90 143 197
96 141 198
89 137 199
86 138 198
95 141 200
108 150 200
116 158 206
130 167 211
137 170 211
138 171 212
133 165 212
122 160 209
101 146 201
91 143 201
86 137 200
64 132 193
54 127 195
40 118 192
25 115 191
31 123 190
35 119 192
43 122 188
39 121 195
41 126 191
40 124 194
57 127 196
63 127 198
53 127 192
48 125 195
35 117 191
30 121 192
37 121 193
24 121 190
19 119 195
28 120 193
18 118 193
24 118 192
19 120 192
25 117 192
29 122 192
24 122 193
24 121 190
19 120 190
21 123 195
31 122 192
41 121 192
29 123 193
25 123 194
25 121 195
22 120 195
25 122 193
30 121 192
34 125 198
33 126 193
31 123 198
31 122 195
30 123 192
40 124 197
45 123 197
34 125 196
35 126 196
43 125 198
38 125 196
43 125 198
42 126 198
46 129 197
44 127 195
43 127 197
38 130 197
43 127 199
54 131 201
44 128 200
41 130 200
34 129 197
43 130 199
43 132 200
47 131 201
49 132 198
52 132 205
50 133 201
47 130 200
50 133 203
58 132 203
44 131 200
45 134 204
53 134 200
61 135 206
55 136 202
58 139 205
62 135 204
69 138 207
67 137 206
67 138 202
69 139 208
73 143 205
88 147 207
99 151 209
98 153 210
96 152 211
97 151 211
100 155 212
106 157 214
110 157 211
121 164 215
129 171 219
136 170 216
131 172 216
138 175 217
145 176 220
145 178 223
146 179 220
149 183 221
161 187 224
160 189 223
153 185 223
144 181 223
144 179 221
147 181 218
144 179 221
150 182 223
168 195 225
181 200 230
184 205 232
184 203 233
181 202 231
163 192 226
147 183 219
146 180 225
144 178 223
135 177 219
133 176 218
131 171 220
129 171 221
123 170 216
132 175 220
138 176 223
138 176 221
130 175 217
123 166 217
97 158 215
81 153 212
78 147 214
82 150 213
86 150 212
82 152 212
81 152 216
86 150 214
80 151 217
76 152 214
83 153 213
85 153 216
83 153 215
82 153 215
85 153 218
83 153 215
86 154 215
89 155 216
91 156 212
90 155 219
92 156 218
95 155 218
89 156 211
88 157 216
91 157 217
90 156 216
93 157 218
97 157 219
98 158 218
98 160 219
95 160 216
96 161 219
99 161 220
100 163 217
101 162 219
102 163 218
95 159 220
94 159 217
99 161 218
101 161 221
96 161 217
101 163 220
101 162 217
101 163 224
102 162 216
102 163 220
99 164 218
102 163 217
108 165 220
102 163 218
105 167 224
103 164 219
96 166 218
103 166 219
110 165 219
105 166 220
102 165 219
107 168 222
106 165 221
112 170 220
110 167 222
107 167 219
107 168 222
111 168 221
114 169 223
113 168 222
111 168 221
109 171 222
111 171 223
115 170 224
117 170 222
111 171 221
115 171 222
115 172 225
116 174 224
117 172 226
116 172 223
121 174 224
120 173 223
121 172 227
122 172 221
118 177 221
116 177 221
122 173 226
121 174 226
119 175 224
122 176 222
125 177 224
126 177 224
126 177 224
124 178 224
124 178 224
126 178 225
125 177 224
126 177 224
127 178 223
126 178 225
128 179 224
127 179 226
128 182 226
127 181 225
132 180 226
132 180 226
129 180 223
135 182 226
130 181 224
134 183 224
130 183 225
134 183 226
137 184 228
136 183 227
133 184 227
133 184 227
138 185 227
136 183 225
137 186 226
141 186 227
139 187 225
141 186 225
142 186 225
143 187 224
138 186 224
139 187 223
143 187 226
144 190 226
140 188 224
143 189 225
144 190 226
145 189 226
144 190 226
140 189 222
146 190 227
145 189 224
146 190 225
150 190 226
149 192 227
149 189 224
147 190 225
148 191 225
148 191 226
152 191 224
152 192 227
148 191 225
150 193 225
150 193 225
151 194 226
150 193 227
150 193 225
153 194 226
154 193 222
159 194 222
157 194 223
156 196 222
156 193 220
158 195 222
160 196 220
159 195 221
161 195 223
159 195 221
158 195 221
161 195 223
161 195 222
163 194 223
163 195 220
163 194 222
161 195 220
164 196 221
166 198 223
166 196 222
169 196 223
168 195 222
167 197 221
164 196 221
165 195 221
168 196 218
170 198 220
173 198 220
152 163 146
138 127 1
149 142 51
139 143 32
150 144 24
149 141 30
147 138 19
153 148 46
158 148 51
159 147 47
170 152 52
151 139 27
139 132 28
151 142 47
153 145 38
128 123 19
120 116 16
142 129 37
139 134 30
157 145 47
150 141 50
134 119 28
143 126 56
143 141 54
115 114 21
151 138 42
166 151 66
159 153 59
156 146 48
145 136 35
137 132 32
155 145 48
156 142 45
154 139 46
150 141 48
145 134 26
156 147 56
153 142 52
136 121 30
170 150 64
170 152 66
168 151 71
174 150 62
159 146 52
137 134 29
150 141 38
156 151 51
132 125 34
141 137 30
158 144 45
182 162 73
155 140 55
127 129 22
142 133 42
139 132 44
151 142 49
159 144 53
163 150 56
131 126 32
138 135 28
154 142 30
138 131 25
135 131 31
143 133 38
138 129 34
164 141 61
171 150 59
142 131 39
159 151 53
168 151 45
158 149 56
148 142 30
168 156 72
203 175 110
168 152 75
178 149 71
175 157 71
158 149 58
154 148 52
171 155 70
150 137 58
1 95 167
0 94 166
1 95 167
1 95 167
2 96 170
0 94 166
0 95 169
0 97 168
0 96 165
0 97 166
0 95 169
1 97 171
0 96 167
1 98 169
0 97 168
1 98 169
0 96 170
0 98 169
0 98 173
0 98 171
1 99 172
0 98 171
1 99 174
1 99 172
0 100 176
3 100 171
0 98 173
0 99 174
0 103 174
0 101 171
2 100 175
11 102 175
5 101 175
2 104 176
0 104 175
20 102 178
25 109 179
44 113 180
54 117 184
42 111 180
22 111 181
26 110 183
24 110 183
34 112 178
37 111 182
36 115 182
43 112 187
36 116 185
45 115 184
51 116 182
46 119 187
51 121 183
42 117 184
36 114 188
47 121 186
59 122 191
64 125 190
70 129 187
81 135 195
92 141 197
96 141 196
118 150 199
141 170 210
169 192 223
177 198 225
174 198 226
170 189 222
165 185 220
146 176 214
131 166 208
123 159 207
114 154 205
112 150 199
108 148 200
103 149 201
101 143 203
90 138 200
89 140 197
94 144 197
94 140 199
91 137 197
88 138 201
90 141 198
104 150 202
119 160 204
135 168 211
140 169 211
131 170 211
126 167 211
120 158 207
106 149 204
90 142 200
81 136 200
62 130 193
50 125 193
38 120 193
26 116 192
38 116 191
41 121 192
43 120 190
41 125 197
46 123 193
49 123 194
52 127 192
56 126 195
58 132 197
42 125 191
35 124 194
37 120 190
22 120 191
31 120 190
17 121 194
26 120 190
21 119 190
23 119 195
26 120 194
28 121 191
26 118 191
27 121 195
28 120 193
22 120 193
30 120 196
42 122 195
31 124 194
34 122 196
29 121 194
24 122 193
20 124 195
27 124 195
34 125 196
29 123 193
25 122 193
28 125 196
36 124 198
44 124 197
47 124 196
40 124 196
36 124 196
42 126 198
38 125 196
43 126 196
47 127 196
44 128 198
44 129 196
36 129 198
31 128 197
37 130 199
47 125 199
42 129 198
45 129 201
45 132 201
40 132 199
41 128 199
39 132 201
45 129 201
50 130 201
46 130 202
52 132 203
49 132 200
48 131 201
49 131 204
49 132 200
45 132 201
57 134 202
61 136 201
52 135 203
57 136 203
66 135 204
66 139 207
59 137 203
68 137 206
65 138 206
72 142 204
91 150 206
90 151 205
93 149 208
91 150 210
98 154 213
101 157 214
106 157 214
111 158 212
111 161 210
123 167 214
132 168 218
129 170 216
139 176 218
145 178 221
141 175 220
142 177 217
155 185 223
160 188 227
154 187 222
155 185 223
145 179 224
146 180 218
147 181 218
143 178 220
153 184 228
170 197 226
181 202 231
185 205 232
183 204 233
175 198 229
168 194 229
150 184 222
143 180 224
140 177 221
137 175 220
134 176 216
130 170 219
123 167 216
130 174 221
135 172 216
137 175 222
135 178 221
137 176 219
119 166 218
94 156 215
84 149 213
86 149 216
79 148 213
82 152 212
80 150 212
82 150 213
86 151 215
80 151 213
80 151 213
83 153 215
84 152 215
84 153 212
87 152 216
82 151 216
85 155 215
85 153 216
89 153 214
89 153 214
89 155 213
96 156 219
95 157 218
88 157 216
90 156 216
94 156 217
86 156 216
91 157 217
95 160 218
94 159 217
94 160 218
93 159 217
94 160 218
100 162 221
100 159 215
100 159 217
101 160 218
100 160 222
96 161 219
97 162 218
97 162 218
99 161 220
101 162 217
100 162 219
94 165 221
100 161 218
102 163 220
102 164 221
103 164 218
109 164 220
109 164 221
104 163 219
101 163 222
100 167 220
104 165 219
113 166 218
108 168 222
105 165 219
107 168 222
111 168 221
111 166 220
113 169 220
111 166 220
108 168 220
111 168 221
112 167 221
114 169 225
105 171 221
113 168 222
116 171 225
116 167 222
118 171 225
114 171 224
112 172 222
115 173 223
114 174 224
112 172 224
117 173 224
118 174 225
117 175 221
121 173 221
117 175 225
116 174 222
121 174 224
121 173 220
119 175 224
121 173 223
119 175 224
124 176 223
125 178 222
124 176 223
124 178 224
122 179 222
126 180 226
126 178 226
126 179 223
125 178 222
127 180 224
128 179 226
128 181 225
127 179 226
127 182 223
132 180 226
133 181 227
133 181 227
131 182 227
135 184 227
129 182 222
133 182 223
134 183 224
135 182 224
134 183 224
133 184 227
135 184 225
133 184 227
135 184 225
137 184 228
137 186 226
141 186 227
141 186 227
142 186 225
142 185 227
141 186 227
140 185 226
145 189 226
139 187 225
138 188 223
142 187 228
144 188 225
149 189 225
144 188 225
144 190 226
146 189 224
147 191 226
143 189 225
147 190 225
148 191 226
148 191 226
147 190 224
145 191 227
149 192 226
149 192 226
151 192 224
149 192 227
148 191 223
150 193 225
150 193 227
148 193 224
154 193 226
155 191 223
155 194 223
157 194 223
156 192 224
157 194 223
156 193 222
157 194 223
159 194 222
159 192 223
158 193 223
160 193 224
159 195 221
159 193 220
162 196 223
162 193 221
161 197 223
162 194 219
166 198 223
165 197 222
162 196 223
161 195 220
168 195 222
166 196 220
168 195 222
165 195 223
168 195 222
169 197 218
171 195 219
175 199 225
160 173 155
147 138 0
151 140 48
148 144 47
148 143 25
155 143 33
142 136 12
160 146 49
168 152 57
149 145 38
156 142 43
173 157 62
151 147 50
142 136 42
147 141 47
140 135 35
145 139 41
129 129 39
152 144 43
144 136 27
156 149 59
153 132 53
154 127 60
134 126 41
127 121 7
130 127 22
158 145 49
157 146 41
152 139 24
146 140 44
145 135 40
145 134 45
143 131 33
147 136 44
154 145 50
159 147 61
167 155 69
154 144 55
142 135 44
179 160 83
171 149 66
168 147 64
186 165 72
153 146 42
146 145 63
155 144 38
150 135 42
120 112 31
149 138 46
172 156 58
169 149 62
127 123 34
124 118 32
132 124 43
145 129 54
158 143 50
152 141 36
149 141 43
154 143 54
149 141 42
146 136 38
130 127 34
126 128 31
130 126 26
139 133 39
142 133 40
136 120 43
141 130 48
160 145 50
161 150 44
153 142 34
156 143 39
190 168 85
185 159 75
148 136 38
168 143 63
176 153 75
163 152 62
172 159 67
162 150 68
153 133 46
1 95 167
0 94 166
0 93 167
1 95 167
0 94 168
0 96 165
0 96 167
0 97 168
0 95 169
0 97 168
0 96 170
0 97 168
0 97 166
0 97 168
0 96 170
1 97 171
1 97 171
1 99 172
1 99 170
1 98 175
0 98 169
0 98 173
0 101 173
0 100 172
2 99 170
1 98 169
3 100 169
5 101 177
8 100 175
1 102 174
2 100 171
7 100 177
4 102 175
6 102 178
8 105 174
25 109 182
28 109 174
31 111 182
46 117 183
40 112 186
29 112 180
20 111 182
27 109 182
29 112 182
27 110 178
22 113 183
29 116 183
34 114 183
38 116 190
46 114 187
51 121 190
57 117 187
47 117 186
40 115 183
48 119 185
61 122 187
65 124 190
71 130 190
77 131 193
84 139 195
103 142 197
118 154 202
149 174 214
175 194 226
176 197 226
170 195 225
163 187 221
161 185 223
143 175 214
129 166 210
123 159 207
117 153 201
109 153 200
109 153 202
106 147 199
93 142 201
83 139 198
88 139 196
91 142 195
89 140 197
88 137 196
87 139 197
95 144 202
104 150 200
119 157 206
138 167 209
136 167 211
133 170 215
132 166 212
118 158 207
103 150 202
97 142 201
84 138 200
63 128 192
54 124 194
38 121 191
27 118 191
39 115 193
28 121 190
40 117 187
39 126 195
52 125 193
50 122 194
54 127 195
59 128 193
52 132 195
43 121 195
39 119 190
37 121 191
25 123 194
35 119 192
39 119 192
28 121 190
26 118 191
24 120 194
24 121 190
15 119 190
14 117 192
28 119 192
22 120 191
24 120 197
28 120 193
28 118 194
32 123 194
29 120 191
31 122 193
30 123 192
21 123 198
29 123 193
35 123 195
30 123 193
33 123 199
36 125 193
32 123 194
34 126 193
36 125 195
36 127 197
39 126 197
38 124 197
39 126 197
39 126 197
34 127 197
43 125 198
49 127 201
47 126 201
35 128 198
39 126 197
41 130 200
48 126 200
38 133 199
48 131 199
42 129 200
46 128 202
48 130 203
48 132 205
44 131 202
43 130 199
41 133 200
49 131 204
44 133 201
44 132 204
44 133 201
45 134 202
50 134 204
64 138 203
51 136 203
59 137 203
63 139 201
59 136 204
52 136 198
58 138 207
62 137 202
77 142 208
90 145 210
94 150 207
87 149 206
86 146 206
97 152 209
100 155 211
107 156 214
115 160 215
110 164 211
123 167 214
129 166 218
136 172 220
140 177 219
142 177 219
137 176 219
142 177 217
152 184 222
157 185 224
154 186 224
155 184 224
146 179 220
146 181 221
151 183 221
141 178 220
160 190 228
168 197 227
178 202 228
185 205 232
183 204 233
175 200 231
162 191 225
153 182 222
141 178 222
138 179 223
138 175 220
137 174 219
126 173 219
126 170 217
133 171 218
132 174 216
138 176 221
139 176 221
135 176 220
114 167 219
89 155 215
88 149 216
84 149 213
79 148 213
79 151 210
84 149 215
84 150 211
78 154 214
80 151 213
81 153 211
85 151 212
83 153 213
88 154 215
86 154 219
85 151 211
86 154 215
83 155 214
82 156 217
88 157 216
91 155 216
91 155 216
91 157 218
86 158 217
88 157 216
89 155 216
87 157 217
88 157 216
94 160 218
95 160 216
96 158 217
98 160 221
95 160 216
94 159 217
98 158 218
103 159 218
106 162 219
100 161 218
97 162 220
93 162 219
91 164 219
100 163 217
96 161 219
101 164 218
100 162 221
102 163 220
98 163 219
97 164 219
98 165 220
104 163 221
102 163 218
102 164 221
105 166 221
100 165 221
102 167 221
106 165 221
107 167 221
109 168 224
107 169 218
111 165 225
115 168 218
110 167 222
112 168 219
111 168 223
104 170 220
116 169 223
113 168 222
110 172 223
110 170 222
114 169 223
111 171 223
112 172 224
114 171 224
114 169 223
117 175 223
112 172 224
118 174 221
119 172 226
117 173 222
116 174 224
120 173 223
113 177 223
118 174 225
125 175 224
119 175 224
118 176 222
123 173 226
121 174 224
124 176 224
123 177 223
124 176 223
128 176 225
127 178 225
126 179 223
127 178 223
128 179 224
127 180 224
127 178 225
127 180 224
126 178 225
129 180 223
127 178 225
129 182 226
131 182 227
128 181 225
130 183 227
133 182 223
134 183 226
133 182 223
135 182 226
131 182 225
132 183 226
136 185 226
137 186 229
136 183 225
133 186 228
136 183 225
136 185 226
136 185 225
140 185 226
139 186 228
139 187 227
142 187 229
141 185 224
143 188 230
138 186 224
140 188 228
144 188 227
144 188 225
144 187 222
146 188 228
146 191 224
149 191 231
147 190 224
144 190 226
146 190 225
149 189 225
149 192 226
145 191 225
151 191 226
148 191 226
151 194 226
147 192 225
152 190 226
150 193 225
149 192 224
153 192 225
147 192 223
156 192 224
156 192 224
157 193 225
154 193 224
152 193 223
156 193 220
154 193 222
157 192 222
158 193 221
160 194 222
155 194 223
159 194 222
161 195 223
159 195 221
160 194 222
162 196 221
158 194 220
162 196 221
164 196 221
164 196 221
165 195 221
161 196 218
168 195 222
164 196 219
165 195 219
165 195 223
168 195 222
169 193 217
169 197 221
174 198 224
169 174 154
142 135 2
155 145 48
157 147 49
158 145 31
147 142 38
143 140 37
163 146 42
171 158 54
144 140 32
148 139 34
161 151 56
146 143 40
132 128 28
137 133 36
143 138 34
141 135 37
130 128 19
149 140 37
143 132 24
148 138 53
155 143 57
162 139 61
149 138 49
156 143 47
129 120 1
131 133 26
150 138 40
152 144 45
137 135 14
147 141 47
155 141 52
160 149 60
161 144 54
138 122 35
168 150 68
156 147 46
171 155 68
165 149 54
151 139 39
159 141 59
162 149 57
194 170 80
160 148 40
140 140 40
144 148 38
147 139 58
128 116 34
152 147 30
152 140 32
147 142 42
146 131 48
147 132 51
136 120 45
124 120 33
148 143 43
148 141 37
155 146 55
158 143 52
142 140 31
141 135 23
148 135 43
138 137 44
121 122 20
133 133 43
143 137 53
132 124 43
146 136 49
170 158 74
162 152 65
177 162 67
171 156 61
188 164 74
185 159 72
170 157 65
164 145 51
171 143 60
178 157 78
177 160 68
183 160 66
163 152 73
1 95 167
0 94 166
0 94 168
0 94 166
0 94 168
0 97 166
0 96 167
0 96 167
0 97 168
0 96 170
0 97 168
0 96 172
0 97 165
0 96 170
0 96 170
1 97 171
0 96 170
0 98 169
1 99 174
1 99 170
0 97 174
0 98 169
0 100 175
0 100 172
0 101 173
2 101 169
1 99 172
8 99 172
9 99 177
6 100 172
4 105 177
5 101 175
0 102 177
7 103 177
23 105 179
18 105 176
10 107 176
36 111 179
42 116 187
35 113 185
33 110 182
17 109 176
27 106 181
31 109 181
29 111 187
26 110 180
33 113 184
41 116 184
37 114 182
47 118 184
57 122 188
47 122 189
37 118 184
37 118 184
49 116 186
56 121 187
66 126 189
70 128 192
69 127 190
81 136 193
106 148 198
123 156 207
154 177 218
176 195 225
173 194 223
171 191 224
160 186 221
154 184 220
139 172 213
125 162 207
114 154 203
111 151 202
105 151 200
108 152 197
103 149 201
90 141 196
86 140 200
88 141 195
93 139 198
85 140 196
87 139 197
90 138 200
93 143 196
107 150 203
118 159 205
133 166 211
141 168 211
136 167 214
134 165 212
116 156 205
101 148 200
89 144 200
82 138 199
59 130 194
53 123 193
42 119 191
21 120 185
27 120 190
31 120 188
39 119 192
47 124 192
47 128 194
44 125 191
52 126 197
62 130 193
56 129 198
20 121 193
27 119 194
38 123 190
31 118 195
33 120 191
32 116 189
26 118 195
26 118 191
33 119 192
17 119 191
19 123 194
21 119 192
23 119 193
35 119 191
25 122 193
20 121 193
32 121 191
33 121 195
19 121 193
29 124 192
30 124 198
30 120 198
33 124 197
24 123 191
25 123 196
33 125 190
33 124 197
38 125 196
41 123 197
28 125 196
28 127 195
45 125 198
45 125 198
43 127 199
36 127 198
30 127 198
42 126 198
44 128 200
35 128 195
38 127 197
43 127 200
43 127 197
50 128 200
41 127 200
35 129 201
45 129 201
45 129 199
49 129 202
44 128 198
43 129 202
48 131 197
47 131 201
48 131 199
48 133 200
50 132 205
44 131 202
49 133 203
55 134 203
54 132 204
57 136 203
58 135 203
68 137 202
62 137 204
60 134 205
62 136 201
66 138 210
70 139 204
87 149 210
87 147 209
92 148 209
91 150 208
99 154 210
104 155 212
104 155 210
113 160 214
114 164 213
120 166 215
127 167 218
137 173 221
140 177 219
139 176 218
137 174 219
140 177 219
147 183 219
150 182 220
156 185 225
151 185 223
143 178 220
146 181 221
150 182 223
144 179 217
163 191 230
169 196 226
177 198 227
184 205 232
184 203 233
175 198 230
161 191 225
148 180 219
145 180 222
138 176 221
136 174 219
134 172 219
129 176 220
126 170 219
131 172 218
133 174 218
135 177 219
140 177 222
133 174 220
112 163 216
90 154 216
84 149 213
78 149 213
80 148 211
81 150 215
83 151 214
86 151 215
76 152 212
77 151 216
83 153 213
81 153 212
82 152 214
85 155 217
87 152 216
86 152 213
87 153 214
88 154 215
89 155 216
94 155 218
89 155 216
86 156 218
94 155 218
95 155 215
90 156 217
88 157 216
94 158 219
91 157 215
93 158 216
94 159 217
94 159 217
93 160 215
98 161 215
94 163 220
96 161 219
103 162 220
100 161 218
98 163 219
97 161 222
92 161 220
91 162 216
103 162 220
100 162 219
100 165 223
97 162 216
96 162 222
96 163 216
103 162 220
102 164 221
99 164 220
101 163 222
105 164 220
99 164 218
104 167 220
104 163 221
105 167 224
103 166 219
106 167 221
106 167 221
111 168 223
108 168 220
106 168 219
112 169 222
110 167 220
102 168 220
110 170 222
113 170 223
111 171 223
111 168 221
110 170 224
112 172 224
110 172 223
112 172 224
116 174 224
113 173 227
114 175 222
116 173 226
117 173 220
118 174 225
114 174 224
120 173 225
122 173 226
115 176 221
122 175 227
118 176 224
117 177 227
122 176 223
122 176 223
125 177 225
119 175 224
123 177 224
124 176 223
127 179 227
125 179 225
127 180 224
126 180 226
129 180 227
128 179 224
124 178 224
128 181 225
128 180 227
130 181 226
129 181 228
133 181 227
127 181 225
128 183 224
131 182 227
132 181 222
132 183 228
132 181 222
130 183 227
131 182 227
139 184 226
137 185 225
137 184 228
133 185 225
138 185 229
136 185 225
138 187 227
139 187 225
140 187 229
138 187 228
137 187 224
143 188 229
142 186 225
143 188 229
142 187 226
142 187 226
139 189 224
142 187 228
142 188 224
146 192 226
146 188 226
148 190 228
145 190 223
148 190 228
148 191 225
145 191 225
148 193 226
147 190 224
152 193 225
147 191 226
150 193 227
152 190 226
152 193 223
151 192 222
153 194 224
149 192 224
151 194 228
151 194 228
157 192 224
154 194 220
153 194 222
154 194 220
155 194 223
157 194 223
158 195 222
160 194 222
154 194 220
159 194 222
159 195 221
160 195 223
162 193 221
164 195 223
161 195 220
162 196 223
162 194 219
161 195 220
164 196 221
164 196 221
167 194 221
167 194 221
165 195 219
167 195 219
166 198 223
168 196 218
167 198 219
172 200 224
165 171 159
152 136 0
147 142 48
147 141 29
141 138 25
135 133 20
145 140 36
149 139 26
165 152 48
175 156 61
156 143 41
173 164 73
163 153 58
163 152 72
133 133 43
126 129 16
130 126 29
120 120 24
137 130 23
144 141 34
139 133 21
135 133 32
153 140 46
145 138 47
166 150 62
133 127 15
147 135 51
139 130 37
151 140 35
159 147 37
159 149 62
184 158 71
169 151 53
160 149 69
140 124 49
158 137 58
157 145 37
145 132 38
173 153 67
145 131 42
147 136 30
174 154 59
161 148 56
163 150 48
138 130 5
151 142 37
168 154 66
151 139 53
161 146 45
160 148 46
148 139 46
143 133 44
140 124 46
141 130 38
136 134 31
148 147 41
152 150 49
158 150 51
155 142 40
140 135 43
141 135 41
147 140 36
148 140 42
144 134 37
144 141 48
134 130 33
146 132 44
136 121 36
152 142 53
161 151 53
160 151 46
155 153 50
171 162 71
171 156 73
164 147 55
164 152 50
177 162 79
174 151 75
166 151 58
173 146 69
161 141 70
0 94 166
0 94 164
2 96 170
0 93 165
1 95 169
0 95 169
0 97 168
0 96 167
0 96 167
0 96 165
0 96 172
0 96 167
1 97 173
0 97 166
1 97 171
0 97 168
0 97 168
0 98 173
0 98 169
1 99 172
0 98 171
0 97 172
1 99 170
1 99 174
0 99 175
3 101 174
2 100 173
0 100 176
4 101 172
1 102 174
5 101 175
7 101 173
4 102 175
1 101 176
12 103 174
18 104 179
17 108 178
31 111 184
37 115 181
37 112 179
30 110 183
26 108 182
27 110 178
15 112 181
30 110 181
24 113 183
37 112 180
41 113 185
42 115 184
52 120 183
64 121 188
56 119 186
48 117 186
43 113 183
52 117 185
52 121 186
66 123 190
69 129 192
65 126 189
80 134 194
107 148 200
128 158 208
160 182 219
175 194 224
171 192 223
169 189 222
158 184 217
151 181 215
142 171 213
121 159 208
104 151 203
104 150 202
114 151 203
106 152 201
103 149 199
91 141 200
89 138 194
92 138 198
93 139 198
88 138 197
85 139 199
86 138 198
96 142 202
108 151 202
118 155 207
131 162 208
136 167 211
141 170 212
128 165 210
111 155 204
101 148 204
85 144 200
77 137 197
60 129 194
45 122 190
41 119 193
28 119 189
34 118 190
